Formatted_Date,Temp_Out,Hum_Out,Solar_Rad,Temp_In,Hum_In,Dew_In
2021-01-12 05:05:00,7.942856820498942,73.33509999999998,6.042080754734253e-65,18.2,43.0,5.4
2021-01-12 05:10:00,7.912857046149682,72.40052999999999,1.8126242264202758e-65,18.2,43.0,5.4
2021-01-12 05:15:00,7.833857113844905,72.120159,5.437872679260827e-66,18.3,43.0,5.5
2021-01-12 05:20:00,7.810157134153471,71.3360477,1.6313618037782482e-66,18.2,43.0,5.4
2021-01-12 05:25:00,7.803047140246042,71.10081430999999,4.8940854113347445e-67,18.2,43.0,5.4
2021-01-12 05:30:00,7.730914142073813,70.33024429299999,1.4682256234004233e-67,18.2,43.0,5.4
2021-01-12 05:35:00,7.7092742426221434,70.0990732879,4.40467687020127e-68,18.3,43.0,5.5
2021-01-12 05:40:00,7.632782272786642,70.02972198636999,1.321403061060381e-68,18.2,43.0,5.4
2021-01-12 05:45:00,7.539834681835993,70.00891659591099,3.964209183181143e-69,18.2,43.0,5.4
2021-01-12 05:50:00,7.441950404550798,70.0026749787733,1.189262754954343e-69,18.4,43.0,5.6
2021-01-12 05:55:00,7.482585121365239,70.70080249363198,3.567788264863029e-70,18.2,43.0,5.4
2021-01-12 06:00:00,7.634775536409571,70.91024074808959,1.0703364794589085e-70,18.2,43.0,5.4
2021-01-12 06:05:00,7.750432660922871,70.97307222442687,3.2110094383767257e-71,18.1,43.0,5.3
2021-01-12 06:10:00,7.785129798276861,70.99192166732806,9.633028315130178e-72,18.2,43.0,5.4
2021-01-12 06:15:00,7.725538939483058,70.99757650019842,2.8899084945390534e-72,18.1,43.0,5.3
2021-01-12 06:20:00,7.637661681844916,71.69927295005952,8.66972548361716e-73,18.1,43.0,5.3
2021-01-12 06:25:00,7.401298504553474,71.90978188501785,2.600917645085148e-73,18.2,43.0,5.4
2021-01-12 06:30:00,7.260389551366043,71.97293456550535,7.802752935255443e-74,18.1,43.0,5.3
2021-01-12 06:35:00,7.078116865409813,71.9918803696516,2.340825880576633e-74,18.1,43.0,5.3
2021-01-12 06:40:00,6.953435059622944,71.99756411089548,7.022477641729898e-75,18.2,43.0,5.4
2021-01-12 06:45:00,6.8460305178868825,71.99926923326865,2.1067432925189693e-75,18.1,43.0,5.3
2021-01-12 06:50:00,6.883809155366064,71.99978076998059,6.320229877556908e-76,18.1,43.0,5.3
2021-01-12 06:55:00,6.895142746609819,71.99993423099417,1.8960689632670723e-76,18.1,44.0,5.7
2021-01-12 07:00:00,6.898542823982946,71.99998026929825,5.688206889801217e-77,18.1,43.0,5.3
2021-01-12 07:05:00,6.969562847194883,72.69999408078947,1.7064620669403648e-77,18.1,44.0,5.7
2021-01-12 07:10:00,7.060868854158464,72.90999822423683,5.119386200821094e-78,18.0,44.0,5.6
2021-01-12 07:15:00,7.158260656247539,72.97299946727104,1.5358158602463281e-78,18.2,43.0,5.4
2021-01-12 07:20:00,7.257478196874262,72.9918998401813,4.6074475807389844e-79,18.1,43.0,5.3
2021-01-12 07:25:00,7.357243459062278,72.29756995205439,1.3822342742216953e-79,18.1,43.0,5.3
